SuperHero,SuperPower,IssueResolution
Mister Mxyzptlk,Duplication,Medical (COVID-19)
Mister Mxyzptlk,Density Control,Climate Change
Mister Mxyzptlk,Teleportation,Medical (COVID-19)
Mister Mxyzptlk,Telekinesis,Infrastructure Improvements
Mister Mxyzptlk,Magic,Miscellaneous
Mister Mxyzptlk,Dimensional Travel,Miscellaneous
Mister Mxyzptlk,Shapeshifting,Miscellaneous
Mister Mxyzptlk,Immortality,Medical (COVID-19)
Mister Mxyzptlk,Phasing,Infrastructure Improvements
Mister Mxyzptlk,Astral Projection,Drug Addiction
Mister Mxyzptlk,Fire Control,Climate Change
Mister Mxyzptlk,Invulnerability,Medical (COVID-19)
Mister Mxyzptlk,Energy Constructs,Infrastructure Improvements
Mister Mxyzptlk,Force Fields,Large Scale Conflict
Mister Mxyzptlk,Elasticity,Infrastructure Improvements
Mister Mxyzptlk,Animation,Education Improvements
Mister Mxyzptlk,Molecular Manipulation,Medical (COVID-19)
Mister Mxyzptlk,Gravity Control,Large Scale Conflict
Mister Mxyzptlk,Levitation,Infrastructure Improvements
Mister Mxyzptlk,Time Travel,Medical (COVID-19)
Mister Mxyzptlk,Time Manipulation,Medical (COVID-19)
Mister Mxyzptlk,Weather Control,Infrastructure Improvements
Mister Mxyzptlk,Reality Warping,Education Improvements
Mister Sinister,Accelerated Healing,Medical (COVID-19)
Mister Sinister,Durability,Medical (COVID-19)
Mister Sinister,Flight,Infrastructure Improvements
Mister Sinister,Animal Attributes,Miscellaneous
Mister Sinister,Longevity,Medical (COVID-19)
Mister Sinister,Intelligence,Education Improvements
Mister Sinister,Super Strength,Infrastructure Improvements
Mister Sinister,Telepathy,Education Improvements
Mister Sinister,Energy Blasts,Infrastructure Improvements
Mister Sinister,Duplication,Medical (COVID-19)
Mister Sinister,Size Changing,Infrastructure Improvements
Mister Sinister,Stamina,Medical (COVID-19)
Mister Sinister,Super Speed,Medical (COVID-19)
Mister Sinister,Animal Oriented Powers,Miscellaneous
Mister Sinister,Teleportation,Medical (COVID-19)
Mister Sinister,Telekinesis,Infrastructure Improvements
Mister Sinister,Shapeshifting,Miscellaneous
Mister Sinister,Reflexes,Miscellaneous
Mister Sinister,Force Fields,Large Scale Conflict
Mister Sinister,Self-Sustenance,Medical (COVID-19)
Mister Sinister,Power Nullifier,Miscellaneous
Mister Sinister,Mind Control,Education Improvements
Mister Sinister,Molecular Manipulation,Medical (COVID-19)
Mister Sinister,Mind Blast,Education Improvements
Mockingbird,Agility,Large Scale Conflict
Mockingbird,Accelerated Healing,Medical (COVID-19)
Mockingbird,Durability,Medical (COVID-19)
Mockingbird,Stealth,Miscellaneous
Mockingbird,Weapons Master,Large Scale Conflict
Mockingbird,Longevity,Medical (COVID-19)
Mockingbird,Super Strength,Infrastructure Improvements
Mohinder Suresh,Super Strength,Infrastructure Improvements
Molten Man,Durability,Medical (COVID-19)
Molten Man,Super Strength,Infrastructure Improvements
Molten Man,Heat Generation,Infrastructure Improvements
Molten Man,Heat Resistance,Infrastructure Improvements
Monarch,Flight,Infrastructure Improvements
Monarch,Super Strength,Infrastructure Improvements
Monarch,Invulnerability,Medical (COVID-19)
Monarch,Force Fields,Large Scale Conflict
Monarch,Self-Sustenance,Medical (COVID-19)
Monarch,Technopath/Cyberpath,Infrastructure Improvements
Monarch,Time Travel,Medical (COVID-19)
Monica Dawson,Photographic Reflexes,Drug Addiction
Moon Knight,Marksmanship,Large Scale Conflict
Moon Knight,Weapons Master,Large Scale Conflict
Moon Knight,Super Strength,Infrastructure Improvements
Moon Knight,Stamina,Medical (COVID-19)
Moon Knight,Reflexes,Miscellaneous
Moon Knight,Telepathy Resistance,Miscellaneous
Moonstone,Durability,Medical (COVID-19)
Moonstone,Flight,Infrastructure Improvements
Moonstone,Super Strength,Infrastructure Improvements
Moonstone,Energy Blasts,Infrastructure Improvements
Moonstone,Super Speed,Medical (COVID-19)
Moonstone,Intangibility,Infrastructure Improvements
Moonstone,Molecular Manipulation,Medical (COVID-19)
Moonstone,Light Control,Drug Addiction
Morlun,Agility,Large Scale Conflict
Morlun,Durability,Medical (COVID-19)
Morlun,Super Strength,Infrastructure Improvements
Morlun,Stamina,Medical (COVID-19)
Morlun,Super Speed,Medical (COVID-19)
Morlun,Immortality,Medical (COVID-19)
Morlun,Reflexes,Miscellaneous
Moses Magnum,Seismic Power,Climate Change
Mr Immortal,Accelerated Healing,Medical (COVID-19)
Mr Immortal,Longevity,Medical (COVID-19)
Mr Immortal,Immortality,Medical (COVID-19)
Mr Incredible,Durability,Medical (COVID-19)
Mr Incredible,Super Strength,Infrastructure Improvements
Mr Incredible,Stamina,Medical (COVID-19)
Mr Incredible,Super Speed,Medical (COVID-19)
Mr Incredible,Enhanced Senses,Medical (COVID-19)
Mr Incredible,Jump,Miscellaneous
Mr Incredible,Invulnerability,Medical (COVID-19)
Ms Marvel II,Durability,Medical (COVID-19)
Ms Marvel II,Super Strength,Infrastructure Improvements
Multiple Man,Duplication,Medical (COVID-19)
Mysterio,Weapons Master,Large Scale Conflict
Mysterio,Intelligence,Education Improvements
Mysterio,Stamina,Medical (COVID-19)
Mysterio,Weapon-based Powers,Large Scale Conflict
Mysterio,Magic,Miscellaneous
Mysterio,Jump,Miscellaneous
Mysterio,Peak Human Condition,Medical (COVID-19)
Mysterio,Animation,Education Improvements
Mysterio,Hypnokinesis,Drug Addiction
Mysterio,Power Suit,Large Scale Conflict
Mysterio,Illusions,Drug Addiction
Mysterio,Sonar,Miscellaneous
Mysterio,Web Creation,Infrastructure Improvements
Mystique,Agility,Large Scale Conflict
Mystique,Accelerated Healing,Medical (COVID-19)
Mystique,Stealth,Miscellaneous
Mystique,Marksmanship,Large Scale Conflict
Mystique,Weapons Master,Large Scale Conflict
Mystique,Longevity,Medical (COVID-19)
Mystique,Intelligence,Education Improvements
Mystique,Super Strength,Infrastructure Improvements
Mystique,Stamina,Medical (COVID-19)
Mystique,Shapeshifting,Miscellaneous
Mystique,Molecular Manipulation,Medical (COVID-19)
Mystique,Toxin and Disease Resistance,Medical (COVID-19)
Mystique,Telepathy Resistance,Miscellaneous
Namor,Agility,Large Scale Conflict
Namor,Accelerated Healing,Medical (COVID-19)
Namor,Cold Resistance,Miscellaneous
Namor,Durability,Medical (COVID-19)
Namor,Flight,Infrastructure Improvements
Namor,Underwater breathing,Medical (COVID-19)
Namor,Longevity,Medical (COVID-19)
Namor,Intelligence,Education Improvements
Namor,Super Strength,Infrastructure Improvements
Namor,Telepathy,Education Improvements
Namor,Stamina,Medical (COVID-19)
Namor,Super Speed,Medical (COVID-19)
Namor,Enhanced Senses,Medical (COVID-19)
Namor,Reflexes,Miscellaneous
Namor,Animal Control,Miscellaneous
Namor,Sub-Mariner,Climate Change
Namor,Radiation Absorption,Miscellaneous
Namora,Accelerated Healing,Medical (COVID-19)
Namora,Durability,Medical (COVID-19)
Namora,Flight,Infrastructure Improvements
Namora,Underwater breathing,Medical (COVID-19)
Namora,Longevity,Medical (COVID-19)
Namora,Super Strength,Infrastructure Improvements
Namora,Telepathy,Education Improvements
Namora,Stamina,Medical (COVID-19)
Namora,Super Speed,Medical (COVID-19)
Namora,Reflexes,Miscellaneous
Namorita,Agility,Large Scale Conflict
Namorita,Accelerated Healing,Medical (COVID-19)
Namorita,Durability,Medical (COVID-19)
Namorita,Flight,Infrastructure Improvements
Namorita,Longevity,Medical (COVID-19)
Namorita,Super Strength,Infrastructure Improvements
Namorita,Stamina,Medical (COVID-19)
Namorita,Super Speed,Medical (COVID-19)
Namorita,Reflexes,Miscellaneous
Naruto Uzumaki,Agility,Large Scale Conflict
Naruto Uzumaki,Accelerated Healing,Medical (COVID-19)
Naruto Uzumaki,Stealth,Miscellaneous
Naruto Uzumaki,Marksmanship,Large Scale Conflict
Naruto Uzumaki,Weapons Master,Large Scale Conflict
Naruto Uzumaki,Longevity,Medical (COVID-19)
Naruto Uzumaki,Super Strength,Infrastructure Improvements
Naruto Uzumaki,Duplication,Medical (COVID-19)
Naruto Uzumaki,Stamina,Medical (COVID-19)
Naruto Uzumaki,Super Speed,Medical (COVID-19)
Naruto Uzumaki,Teleportation,Medical (COVID-19)
Naruto Uzumaki,Magic,Miscellaneous
Naruto Uzumaki,Shapeshifting,Miscellaneous
Naruto Uzumaki,Camouflage,Large Scale Conflict
Naruto Uzumaki,Fire Control,Climate Change
Naruto Uzumaki,Energy Constructs,Infrastructure Improvements
Naruto Uzumaki,Empathy,Drug Addiction
Naruto Uzumaki,Heat Generation,Infrastructure Improvements
Naruto Uzumaki,Energy Manipulation,Infrastructure Improvements
Naruto Uzumaki,Enhanced Smell,Miscellaneous
Naruto Uzumaki,Wallcrawling,Infrastructure Improvements
Naruto Uzumaki,Weather Control,Infrastructure Improvements
Nathan Petrelli,Flight,Infrastructure Improvements
Nebula,Durability,Medical (COVID-19)
Nebula,Marksmanship,Large Scale Conflict
Nebula,Super Strength,Infrastructure Improvements
Negasonic Teenage Warhead,Telepathy,Education Improvements
Negasonic Teenage Warhead,Precognition,Medical (COVID-19)
Nick Fury,Weapons Master,Large Scale Conflict
Nick Fury,Longevity,Medical (COVID-19)
Nightcrawler,Agility,Large Scale Conflict
Nightcrawler,Stealth,Miscellaneous
Nightcrawler,Teleportation,Medical (COVID-19)
Nightcrawler,Camouflage,Large Scale Conflict
Nightcrawler,Reflexes,Miscellaneous
Nightcrawler,Wallcrawling,Infrastructure Improvements
Nightcrawler,Vision - Night,Large Scale Conflict
Nightwing,Agility,Large Scale Conflict
Nightwing,Stealth,Miscellaneous
Nightwing,Marksmanship,Large Scale Conflict
Nightwing,Weapons Master,Large Scale Conflict
Nightwing,Intelligence,Education Improvements
Nightwing,Stamina,Medical (COVID-19)
Nightwing,Weapon-based Powers,Large Scale Conflict
Nightwing,Peak Human Condition,Medical (COVID-19)
Niki Sanders,Super Strength,Infrastructure Improvements
Nina Theroux,Psionic Powers,Drug Addiction
Nina Theroux,Mind Control,Education Improvements
Northstar,Durability,Medical (COVID-19)
Northstar,Super Speed,Medical (COVID-19)
Northstar,Reflexes,Miscellaneous
Northstar,Molecular Manipulation,Medical (COVID-19)
Northstar,Illumination,Miscellaneous
Nova,Agility,Large Scale Conflict
Nova,Accelerated Healing,Medical (COVID-19)
Nova,Durability,Medical (COVID-19)
Nova,Energy Absorption,Climate Change
Nova,Flight,Infrastructure Improvements
Nova,Super Strength,Infrastructure Improvements
Nova,Energy Blasts,Infrastructure Improvements
Nova,Stamina,Medical (COVID-19)
Nova,Super Speed,Medical (COVID-19)
Nova,Energy Beams,Large Scale Conflict
Nova,Fire Control,Climate Change
Nova,Reflexes,Miscellaneous
Nova,Invulnerability,Medical (COVID-19)
Nova,Fire Resistance,Large Scale Conflict
Nova,Nova Force,Infrastructure Improvements
Nova,Heat Generation,Infrastructure Improvements
Nova,Light Control,Drug Addiction
Nova,Energy Manipulation,Infrastructure Improvements
Nova,Heat Resistance,Infrastructure Improvements
Nova,Vision - Telescopic,Large Scale Conflict
Nova,Vision - Night,Large Scale Conflict
Nova,Vision - Infrared,Miscellaneous
Nova,Vision - X-Ray,Medical (COVID-19)
Nova,Vision - Thermal,Infrastructure Improvements
Odin,Agility,Large Scale Conflict
Odin,Accelerated Healing,Medical (COVID-19)
Odin,Durability,Medical (COVID-19)
Odin,Stealth,Miscellaneous
Odin,Energy Absorption,Climate Change
Odin,Longevity,Medical (COVID-19)
Odin,Intelligence,Education Improvements
Odin,Super Strength,Infrastructure Improvements
Odin,Cryokinesis,Climate Change
Odin,Telepathy,Education Improvements
Odin,Energy Blasts,Infrastructure Improvements
Odin,Size Changing,Infrastructure Improvements
Odin,Stamina,Medical (COVID-19)
Odin,Super Speed,Medical (COVID-19)
Odin,Teleportation,Medical (COVID-19)
Odin,Telekinesis,Infrastructure Improvements
Odin,Magic,Miscellaneous
Odin,Shapeshifting,Miscellaneous
Odin,Reflexes,Miscellaneous
Odin,Invulnerability,Medical (COVID-19)
Odin,Force Fields,Large Scale Conflict
Odin,Precognition,Medical (COVID-19)
Odin,Energy Manipulation,Infrastructure Improvements
Odin,Time Travel,Medical (COVID-19)
Odin,Illusions,Drug Addiction
Odin,Omnilingualism,Education Improvements
Odin,Time Manipulation,Medical (COVID-19)
Odin,Invisibility,Miscellaneous
Odin,Matter Absorption,Miscellaneous
Odin,Weather Control,Infrastructure Improvements
Odin,Odin Force,Education Improvements
Offspring,Cold Resistance,Miscellaneous
Offspring,Size Changing,Infrastructure Improvements
Offspring,Density Control,Climate Change
Offspring,Shapeshifting,Miscellaneous
Offspring,Immortality,Medical (COVID-19)
Offspring,Invulnerability,Medical (COVID-19)
Offspring,Elasticity,Infrastructure Improvements
Offspring,Heat Resistance,Infrastructure Improvements
Offspring,Telepathy Resistance,Miscellaneous
Offspring,Mind Control Resistance,Miscellaneous
Omniscient,Intelligence,Education Improvements
Omniscient,Telepathy,Education Improvements
Omniscient,Teleportation,Medical (COVID-19)
Omniscient,Mind Blast,Education Improvements
Omniscient,Telepathy Resistance,Miscellaneous
Omniscient,Mind Control Resistance,Miscellaneous
One Punch Man,Agility,Large Scale Conflict
One Punch Man,Danger Sense,Large Scale Conflict
One Punch Man,Super Strength,Infrastructure Improvements
One Punch Man,Stamina,Medical (COVID-19)
One Punch Man,Super Speed,Medical (COVID-19)
One Punch Man,Enhanced Senses,Medical (COVID-19)
One Punch Man,Reflexes,Miscellaneous
One Punch Man,Invulnerability,Medical (COVID-19)
One Punch Man,Telepathy Resistance,Miscellaneous
One-Above-All,Agility,Large Scale Conflict
One-Above-All,Accelerated Healing,Medical (COVID-19)
One-Above-All,Dimensional Awareness,Education Improvements
One-Above-All,Durability,Medical (COVID-19)
One-Above-All,Energy Absorption,Climate Change
One-Above-All,Flight,Infrastructure Improvements
One-Above-All,Intelligence,Education Improvements
One-Above-All,Super Strength,Infrastructure Improvements
One-Above-All,Size Changing,Infrastructure Improvements
One-Above-All,Super Speed,Medical (COVID-19)
One-Above-All,Death Touch,Miscellaneous
One-Above-All,Teleportation,Medical (COVID-19)
One-Above-All,Magic,Miscellaneous
One-Above-All,Dimensional Travel,Miscellaneous
One-Above-All,Immortality,Medical (COVID-19)
One-Above-All,Element Control,Climate Change
One-Above-All,Phasing,Infrastructure Improvements
One-Above-All,Astral Projection,Drug Addiction
One-Above-All,Invulnerability,Medical (COVID-19)
One-Above-All,Self-Sustenance,Medical (COVID-19)
One-Above-All,Precognition,Medical (COVID-19)
One-Above-All,Molecular Manipulation,Medical (COVID-19)
One-Above-All,Gravity Control,Large Scale Conflict
One-Above-All,Energy Manipulation,Infrastructure Improvements
One-Above-All,Time Travel,Medical (COVID-19)
One-Above-All,Omnipotent,Infrastructure Improvements
One-Above-All,Time Manipulation,Medical (COVID-19)
One-Above-All,Invisibility,Miscellaneous
One-Above-All,Reality Warping,Education Improvements
One-Above-All,Omnipresent,Miscellaneous
One-Above-All,Omniscient,Education Improvements
Onslaught,Dimensional Awareness,Education Improvements
Onslaught,Flight,Infrastructure Improvements
Onslaught,Intelligence,Education Improvements
Onslaught,Super Strength,Infrastructure Improvements
Onslaught,Telepathy,Education Improvements
Onslaught,Size Changing,Infrastructure Improvements
Onslaught,Astral Travel,Drug Addiction
Onslaught,Telekinesis,Infrastructure Improvements
Onslaught,Camouflage,Large Scale Conflict
Onslaught,Astral Projection,Drug Addiction
Onslaught,Invulnerability,Medical (COVID-19)
Onslaught,Force Fields,Large Scale Conflict
Onslaught,Psionic Powers,Drug Addiction
Onslaught,Mind Control,Education Improvements
Onslaught,Power Absorption,Miscellaneous
Onslaught,Intangibility,Infrastructure Improvements
Onslaught,Mind Blast,Education Improvements
Onslaught,Illusions,Drug Addiction
Onslaught,Telepathy Resistance,Miscellaneous
Onslaught,Magnetism,Infrastructure Improvements
Onslaught,Vision - X-Ray,Medical (COVID-19)
Onslaught,Reality Warping,Education Improvements
Oracle,Intelligence,Education Improvements
Orion,Agility,Large Scale Conflict
Orion,Accelerated Healing,Medical (COVID-19)
Orion,Durability,Medical (COVID-19)
Orion,Stealth,Miscellaneous
Orion,Flight,Infrastructure Improvements
Orion,Marksmanship,Large Scale Conflict
Orion,Weapons Master,Large Scale Conflict
Orion,Intelligence,Education Improvements
Orion,Super Strength,Infrastructure Improvements
Orion,Energy Blasts,Infrastructure Improvements
Orion,Stamina,Medical (COVID-19)
Orion,Enhanced Senses,Medical (COVID-19)
Orion,Magic,Miscellaneous
Orion,Immortality,Medical (COVID-19)
Orion,Enhanced Hearing,Large Scale Conflict
Orion,Energy Manipulation,Infrastructure Improvements
Orion,Enhanced Smell,Miscellaneous
Osiris,Durability,Medical (COVID-19)
Osiris,Flight,Infrastructure Improvements
Osiris,Intelligence,Education Improvements
Osiris,Super Strength,Infrastructure Improvements
Osiris,Stamina,Medical (COVID-19)
Osiris,Super Speed,Medical (COVID-19)
Osiris,Clairvoyance,Drug Addiction
Osiris,Dimensional Travel,Miscellaneous
Osiris,Invulnerability,Medical (COVID-19)
Osiris,Self-Sustenance,Medical (COVID-19)
Overtkill,Super Strength,Infrastructure Improvements
Overtkill,Super Speed,Medical (COVID-19)
Overtkill,Enhanced Senses,Medical (COVID-19)
Ozymandias,Agility,Large Scale Conflict
Ozymandias,Stealth,Miscellaneous
Ozymandias,Intelligence,Education Improvements
Ozymandias,Stamina,Medical (COVID-19)
Ozymandias,Peak Human Condition,Medical (COVID-19)
Ozymandias,Enhanced Memory,Education Improvements
Ozymandias,Reflexes,Miscellaneous
Ozymandias,Omnilingualism,Education Improvements
Parademon,Flight,Infrastructure Improvements
Parademon,Super Strength,Infrastructure Improvements
Parademon,Shapeshifting,Miscellaneous
Parademon,Fire Resistance,Large Scale Conflict
Parademon,Heat Generation,Infrastructure Improvements
Parademon,Gliding,Miscellaneous
Parademon,Power Suit,Large Scale Conflict
Parademon,Natural Weapons,Large Scale Conflict
Parademon,Super Breath,Medical (COVID-19)
Peek-a-Boo,Teleportation,Medical (COVID-19)
